ID	STATUS	CHEBI_ACCESSION	SOURCE	PARENT_ID	NAME	DEFINITION	MODIFIED_ON	CREATED_BY	STAR
6459	15611	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6460	57403	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6461	58264	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6462	18185	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6463	57345	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6464	30839	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6465	28111	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6466	16521	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6467	109895	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6468	11892	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6469	17627	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6470	18431	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6471	16094	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6472	30849	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6473	50169	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6474	58564	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6475	27438	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6476	30860	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6477	50651	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6478	27637	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6479	17790	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6480	17748	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6481	47921	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6482	58263	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6483	52329	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6484	45487	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6485	17460	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6486	61430	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6487	14649	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6488	30612	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6489	57847	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6490	4349	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6491	16659	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6492	28774	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6493	18189	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6494	16753	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6495	16302	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6496	57386	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6497	17191	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6498	17380	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6499	57649	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6500	59513	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6501	1296	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6502	59908	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6503	36005	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6504	27868	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6505	57739	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6506	58069	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6507	58029	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6508	58439	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6509	15636	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6510	16810	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6511	37480	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6512	52288	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6513	57674	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6514	17998	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6515	18216	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6516	50583	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6517	47799	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6518	57872	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6519	58343	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6520	57394	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6521	27648	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6522	24108	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6523	27974	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6524	58228	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6525	29108	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6526	28189	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6527	18067	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6528	58272	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6529	28424	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6530	57705	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6531	16091	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6532	57678	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6533	17399	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6534	58462	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6535	27540	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6536	57513	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6537	15991	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6538	57658	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6539	57499	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6540	57384	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6541	15076	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6542	326268	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6543	57463	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6544	57310	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6545	30316	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6546	60784	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6547	17232	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6548	17996	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6549	15379	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6550	28832	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6551	58053	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6552	41509	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6553	46912	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6554	57443	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6555	28940	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6556	16737	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6557	58557	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6558	57566	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6559	37623	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6560	15440	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6561	60873	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6562	58478	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6563	52977	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6564	57397	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6565	57461	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6566	29747	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6567	57917	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6568	28839	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6569	45479	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6570	28972	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6571	17737	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6572	9093	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6573	16828	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6574	15603	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6575	29959	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6576	16761	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6577	15768	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6578	17577	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6579	17152	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6580	12876	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6581	58115	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6582	58033	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6583	15467	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6584	57385	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6585	16040	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6586	51341	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6587	58173	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6588	55535	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6589	28058	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6590	16919	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6591	58357	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6592	2290	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6593	58245	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6594	58335	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6595	44337	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6596	18402	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6597	18022	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6598	15804	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6599	57668	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6600	35940	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6601	16187	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6602	28799	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6603	15441	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6604	57770	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6605	33539	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6606	225237	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6607	17026	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6608	57455	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6609	61085	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6610	28667	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6611	58014	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6612	13534	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6613	32372	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6614	63528	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6615	32392	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6616	57338	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6617	16291	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6618	17933	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6619	16991	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6620	327995	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6621	58280	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6622	35291	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6623	35861	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6624	17115	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6625	32361	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6626	29195	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6627	57445	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6628	52328	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6629	34306	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6630	57399	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6631	18110	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6632	51985	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6633	16807	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6634	28113	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6635	36257	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6636	57349	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6637	50771	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6638	15676	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6639	30623	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6640	60315	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6642	28195	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6643	28766	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6644	16126	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6645	16962	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6646	57484	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6647	27689	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6648	29033	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6649	17899	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6650	16313	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6651	28922	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6652	57783	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6653	28259	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6654	58535	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6655	57534	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6656	27609	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6657	50211	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6658	60008	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6659	15754	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6660	15420	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6661	57590	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6662	175763	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6663	15527	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6664	17742	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6665	57700	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6666	58681	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6667	17172	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6668	16290	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6669	17561	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6670	60523	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6671	16311	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6672	37563	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6673	16336	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6674	29002	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6675	4167	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6676	11851	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6677	16113	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6678	17122	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6679	27969	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6680	11951	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6681	27505	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6682	16443	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6683	57991	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6684	45931	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6685	61648	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6686	1463	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6687	28867	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6688	50570	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6689	17310	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6690	17368	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6691	18304	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6692	25626	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6693	53488	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6694	15748	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6695	18401	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6696	16577	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6697	49268	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6698	16905	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6699	17650	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6700	58336	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6701	57733	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6702	47812	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6703	58593	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6704	16643	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6705	58931	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6706	17703	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6707	58044	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6708	17001	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6709	61405	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6710	15573	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6711	52327	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6712	16497	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6713	57401	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6714	17272	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6715	57441	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6716	57453	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6717	27931	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6718	15384	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6719	28815	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6720	17347	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6721	58451	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6722	30164	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6723	27771	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6724	12936	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6725	27491	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6726	16912	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6727	15967	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6728	17697	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6729	16567	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6730	58324	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6731	17562	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6732	58243	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6733	17256	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6734	17123	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6735	59338	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6736	18385	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
6737	58527	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1038/nbt.2488	null
