ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
722	37714	2011-01-26	37714	General	The commonest ketose and sweetest sugar, it undergoes the Maillard reaction (non-enzymatic browning) with amino acids. Naturally occurring in many fruits, it is also used industrially as a component of high-fructose corn syrup (HCFS), an industrial food sweetener.
723	60777	2011-01-26	60777	General	Occurs in nature as a mixture of at least eleven isomers, all having bicyclic structures with no free carbonyl; a precursor in the formation of advanced glycation products (AGEs) such as imidazoline and pyrraline. A reactive intermediate in the Maillard reaction, a non-enzymatic reaction of ketones and aldehydes with protein amino groups which is believed to contribute to diabetic complications.
724	32409	2011-01-26	32409	General	Used as a lipid peroxidation reporter molecule.
725	60525	2011-01-26	60525	General	The bond from Mo to S is probably linked to a Cys S of the protein binding the MoCo.
726	61077	2011-01-26	61077	General	BML-210 is a novel histone deacetylase (HDAC) inhibitor with putative effects on leukemia cell growth, differentiation and apoptosis. BML-210 is comparable with a well known HDAC inhibitor, phenyl butyrate, in its ability to cause cytotoxic effects dependent on exposure time and dose.
727	60968	2011-01-27	60968	General	Presilphiperfolan-8beta-ol is an intermediate in the synthesis of the phytotoxin botrydial from farnesyl diphosphate by the fungus Botrytis cinerea.
728	55555	2011-01-27	55555	General	A small diffusible signaling molecule involved in quorum sensing, thereby controlling gene expression and affecting cellular metabolism in bacteria.
729	55474	2011-01-27	55474	General	A class of autoinducers (small diffusible signal molecules which coordinate gene expression), each of which generally consists of a fatty acid coupled with homoserine lactone (HSL).
730	33303	2011-01-27	33303	General	Also known as the oxygen family, the group of chalcogens comprises the elements oxygen, sulfur, selenium, tellurium, polonium and ununhexium.  --Wikipedia.
731	33560	2011-01-27	33560	General	The p-block comprises groups 13 to 18 (excluding helium) of the periodic table.
732	25000	2011-01-27	25000	General	.
733	37581	2011-01-27	37581	General	Important flavour and aroma constituents in many natural products.
734	39248	2011-01-27	39248	General	A fatty acid found in human milk fat, cartilage and red blood cells.
735	60868	2011-01-27	60868	General	DOSPA (2,3-dioleoyloxy-N-[2-(spermine-carboxamido)ethyl]-N,N-dimethyl-1-propanaminium) is a polycationic lipid used for lipofection.
736	45478	2011-01-27	45478	General	The trans- isomer of ricinoleic acid.
737	28592	2011-01-27	28592	General	An unsaturated omega-9 fatty acid that naturally occurs in mature Castor plant (Ricinus communis L.) seeds or in sclerotium of ergot Claviceps purpurea Tul.  --Wikipedia.
738	36431	2011-01-27	36431	General	Found in many plants, including garden angelica (Angelica archangelica) and certain carabid beetles.
739	23899	2011-03-23	23899	General	Functioning as autocrine hormones, they exert complex control over a wide diversity of physiological processes, mainly in inflammation or immunity.
740	23899	2011-03-24	23899	General	Current usage limits the term to the leukotrienes (LT) and the prostanoids (prostaglandins (PG), prostacyclins (PGI) and thromboxanes (TX)).
741	61132	2011-01-28	61132	General	N,N-Dihydroxy-L-isoleucine undergoes spontaneous decomposition to (E)-2-methylbutanal oxime, carbon dioxide and water.
742	61137	2011-01-28	61137	General	Metal hydroperoxides are reactive intermediates in metal-mediated reactions of hydrogen peroxide and dioxygen.
743	61141	2011-01-28	61141	General	N,N-dihydroxy-L-valine undergoes spontaneous decomposition to (E)-2-methylpropanal oxime, carbon dioxide and water.
744	61082	2011-01-28	61082	General	Lipid-linked peptidoglycan molecules are intermediates in the biosynthesis of cell-wall peptidoglycan.
745	32380	2011-01-31	32380	General	Associated with acyl-CoA dehydrogenase deficiency.
746	174690	2011-01-31	174690	General	A beta2-adrenergic agonist, clenbuterol is used (as its hydrochloride salt) as a bronchodilator in the treatment of asthma.  It is also a non-steroidal anabolic and metabolism accelerator, through a mechanism not well understood, and has been used illicitly in animal feeds to promote weight gain and to increase the muscle-to-fat body ratio of livestock.
747	60836	2011-01-31	60836	General	Phytochelatins are biosynthesised by glutathione gamma-glutamylcysteinyltransferase and are found in many plants, yeasts, and algae including cyanobacteria. They act as chelators, and are important for heavy metal detoxification.
748	60836	2011-01-31	60836	General	The value of n has been reported as being as high as 11, but is generally in the range of 2 to 5 (see PMID:10889232)
749	19569	2011-02-01	818803	CompoundName	Submitter Harold Drabkin
750	31410	2011-02-01	31410	General	A beta2-adrenergic agonist, clenbuterol hydrochloride is used as a bronchodilator in the treatment of asthma.  It is also a non-steroidal anabolic and metabolism accelerator, through a mechanism not well understood, and has been used illicitly in animal feeds to promote weight gain and to increase the muscle-to-fat body ratio of livestock.
751	61151	2011-02-01	61151	General	Branching occurs at a frequency of approximately one branch per linear section of 20-50 units of ADPr (source: PMID:10455009).
752	10275	2011-02-01	10275	General	A conjugated linolenic acid found in tung and bitter gourd oils which, unlike its isomer alpha-linolenic acid, is a non-essential fatty acid; reported to promote apoptosis.
753	61159	2011-02-01	61159	General	CLA is a mixture of many positional and geometric isomers of conjugated octadecadienoic acids, both natural and synthetic, of which the 9-cis,11-trans and 10-trans,12-cis isomers are preeminent.
754	61159	2011-02-01	61159	General	Debatable benefits attributed to CLA supplementation have led to its controversial use in the treatment of conditions including cancer, oxidative stress, atherosclerosis, obesity, diabetes and immune system disorders.
755	32798	2011-02-01	32798	General	The main (80%) CLA in milk and other ruminant fats.
756	8638	2011-02-02	8638	General	A polyunsaturated fatty acid containing three conjugated double bonds, making it similar to the conjugated linolenic acids. Abundant in seeds of the pomegranate Punica granatum, it reportedly exerts important anticancer and anti-obesity effects.
757	15409	2011-02-02	15409	General	(-)-Menthol is the main form of menthol occurring in nature, where it is commonly obtained from peppermint and other mint oils. Both it and its racemate (racementhol, prepared synthetically by hydrogenation of thymol) are used to rellieve minor throat irritaions. Menthol is also used as a topical analgesic to relieve minor aches and pains such as muscle cramps, sprains, headaches and similar conditions, while in perfumery, menthyl esters are used to emphasize floral notes (especially rose).
758	50922	2011-02-02	50922	General	Eletriptan is administered orally as the hydrobromide salt for acute treatment of the headache phase of migraine attacks.
759	50922	2011-02-02	50922	General	Eletriptan is a selective serotonin (5HT1) agonist.
760	61176	2011-02-02	61176	General	A selective serotonin (5HT1) agonist, eletriptan hydrobromide is used for acute treatment of the headache phase of migraine attacks.
761	61185	2011-02-03	819066	CompoundName	Although known commonly by this name, the compound is not a betaine, as the N is not quaternary.
762	50466	2011-02-03	50466	General	Related to the class of short-chain fatty acid signaling molecules such as diffusible signal factor, which act as cell-to-cell communication molecules in bacteria and fungi.
763	50466	2011-02-03	50466	General	Shown to induce dispersion of biofilms from several bacterial strains.
764	53487	2011-02-03	53487	General	A naturally occurring polyunsaturated fatty acid formed through a 2-C chain elongation of arachidonic acid, it is one of the most abundant fatty acids in the early human brain --Wikipedia.
765	61203	2011-02-04	61203	General	Anileridine is a synthetic opioid analgesic, administered (usually by mouth as the dihydrochloride salt, but also by injection as the phosphate) for the management of moderate to severe pain. It is no longer manufactuerd in Canada or the United States.
766	61208	2011-02-04	61208	General	Anileridine is a synthetic opioid analgesic, usually administered by mouth as the dihydrochloride salt (but also by injection as the phosphate) for the management of moderate to severe pain. It is no longer manufactuerd in Canada or the United States.
767	28142	2011-02-09	28142	General	A hypnotic and sedative, chloral hydrate is used in the short-term management of insomnia, and has been used for sedation and as a sedative for premedication. The sedative effects are markedly enhanced by other CNS depressants such as alcohol (the "Mickey Finn"), barbiturates, and other sedatives. Chloral hydrate is commonly used as a general anaesthetic in animal experiments, but the safety margin is too narrow for it to be used for that purpose in humans.
768	28142	2011-02-04	28142	General	The pesticide DDT is manufactured by condensation of chloral hydrate with chlorobenzene in concentrated sulfuric acid. It is estimated that a total of 1.8 million tonnes of DDT have been produced globally since the 1940s.
769	8461	2011-02-04	8461	General	A sedating antihistamine with antimuscarinic properties, promethazine is used as the monohydrochloride salt for the symptomatic relief of a variety of allergic conditions including conjunctivitis, rhinitis, and urticaria, as well as pruritic skin disorders. The anti-emetic action of both the hydrochloride and the teoclate (8-chlorotheophylline) salts is used for the prevention of nausea in cases of motion sickness and post-operative vomiting.
770	8462	2011-02-04	8462	General	A sedating antihistamine with antimuscarinic properties, promethazine is used as the monohydrochloride salt for the symptomatic relief of a variety of allergic conditions including conjunctivitis, rhinitis, and urticaria, as well as pruritic skin disorders. The anti-emetic action of both the hydrochloride and the teoclate (8-chlorotheophylline) salts is used for the prevention of nausea in cases of motion sickness and post-operative vomiting.
771	6367	2011-02-04	6367	General	An anticonvulsant, lamotrigine is used in the treatment of epilepsy, bipolar disorder, and to relieve some of the symptoms of post-traumatic stress disorder. There is evidence that it is also of use in the treatment of neuropathic pain.
772	61219	2011-02-04	61219	General	Succinylcholine chloride is a depolarising neuromuscular blocker used to produce muscle relaxation. Following intravenous injection, it acts in about 30 seconds, with a duration of action averaging 3 to 5 minutes. Following intramuscular injection, it acts in 2 to 3 minutes, and has a duration of action of about 10 to 30 minutes. Both anhydrous succinylcholine chloride and the dihydrate form are used in procedures requiring rapid onset and brief duration of muscle relaxation, such as endoscopies and intubation.
773	61225	2011-02-04	61225	General	Succinylcholine chloride is a depolarising neuromuscular blocker used to produce muscle relaxation. Following intravenous injection, it acts in about 30 seconds, with a duration of action averaging 3 to 5 minutes. Following intramuscular injection, it acts in 2 to 3 minutes, and has a duration of action of about 10 to 30 minutes. Both anhydrous succinylcholine chloride and the dihydrate form are used in procedures requiring rapid onset and brief duration of muscle relaxation, such as endoscopies and intubation.
774	5088	2011-02-04	5088	General	Flavoxate is a smooth muscle relaxant but also has antimuscarinic effects. The hydrochloride salt is used for the symptomatic relief of pain, urinary frequency, and incontinence associated with inflammatory disorders of the urinary tract, as well as for relief of vesico-urethral spasms resulting from instrumentation or surgery.
775	5089	2011-02-04	5089	General	A smooth muscle relaxant but with antimuscarinic effects, flavoxate hydrochloride is used for the symptomatic relief of pain, urinary frequency, and incontinence associated with inflammatory disorders of the urinary tract, as well as for relief of vesico-urethral spasms resulting from instrumentation or surgery.
776	546807	2011-02-07	546807	General	Corresponds to the carbohydrate portion of Thomsen-Friedenreich (T) antigen.
777	38372	2011-02-07	38372	General	A diffusible signalling factor in the gram-negative bacterium Burkholderia.
778	16794	2011-02-07	16794	General	Scopolamine is a tropane alkaloid found in the Solanaceae (nightshade) family of plants and first isolated in 1880. An antimuscarinic, scopolamine and its hydrobromide trihydrate salt are used for the prevention of motion sickness and of postoperative nausea and vomiting, while the butylbromide and other quaternary ammonium derivatives are used as antispasmodics to relieve the pain of smooth muscle spasm associated with the gastrointestinal tract.
779	23867	2011-02-07	23867	General	A monoenoic lauric acid derivative and milk lipid component, in free form, exhibits antimicrobial activity against bacteria, viruses and fungi.
780	39251	2011-02-07	39251	General	An inhibitor of angiogenesis shown to reduce post-injury corneal vascularisation in mouse models.
781	61250	2011-02-07	61250	General	Produced naturally by a species of dinoflagellate known as Karenia brevis. Brevetoxins are neurotoxins that bind to voltage-gated sodium channels in nerve cells, leading to disruption of normal neurological processes and causing the illness clinically described as neurotoxic shellfish poisoning
782	25634	2011-02-07	25634	General	Essentially all the unusual octadecenoic fatty acid isomers produced during vegetable oil hydrogenation are incorporated into human tissue.
783	28716	2011-02-07	28716	General	A non-essential fatty acid with antimicrobial properties, found in various animal, vegetable and marine oils, and a common constituent of glycerides in human adipose tissue.
784	59526	2011-02-08	59526	General	Corresponds to the ABCDE ring fragment of marine ciguatoxins.
785	61255	2011-02-07	61255	General	Corresponds to the HIJKLM ring fragment of marine ciguatoxins.
786	49465	2011-02-07	49465	General	Corresponds to the ABC ring fragment of marine ciguatoxins.
787	59525	2011-02-07	59525	General	Corresponds to the ABCD ring fragment of marine ciguatoxins.
788	61261	2011-02-07	61261	General	Corresponds to the IJKLM ring fragment of marine ciguatoxins.
789	3241	2011-02-07	3241	General	An antifungal agent, butoconazole nitrate is used in gynaecology for treatment of vulvovaginal infections caused by Candida species, particularly Candida albicans.
790	23501	2011-02-07	23501	General	Such acids inhibit dehydration reactions (particularly the stearate->oleate step) of biological desaturases, important for the generation of essential fatty acids. Found in many plant lipids, such as cottonseed oil, they have been shown to cause death in rats, to decrease fertility in hens and to change fatty acid composition in humans.
791	61272	2011-02-08	61272	General	Scopolamine is a tropane alkaloid found in the Solanaceae (nightshade) family of plants and first isolated in 1880. An antimuscarinic, scopolamine and its hydrobromide trihydrate salt are used for the prevention of motion sickness and of postoperative nausea and vomiting. The hydrobromide trihydrate is also used for eye disorders as a mydriatic (it has a faster onset and shorter duration of action than atropine) and as an antispasmodics to relieve the pain of smooth muscle spasm associated with the gastrointestinal tract.
792	61271	2011-02-08	819546	CompoundName	Note that the names scopolomine bromide, scopolamine hydrobromide, hyosine bromide, hyosine hydrobromide, etc. may refer to either the anhdrous form or to the trihydrate. The trihydrate is the form most commonly used for treatment of motion sickness and gastrointestinal disorders and as an adjuvant in anaesthesia.
793	61272	2011-02-08	819557	CompoundName	Note that the name scopolamine hydrobromide is also used to refer to anhydrous scopolamine hydrobromide.
794	9062	2011-02-08	9062	General	Found in Scutellaria lateriflora.
795	61276	2011-02-08	61276	General	Scopolamine is an antimuscarinic tropane alkaloid found in the Solanaceae (nightshade) family of plants and first isolated in 1880. The butyl bromide, methobromide and other quaternary ammonium salts are used in conditions associated with visceral spasms. In addition, the methobromide has been used in the prevention of motion sickness and as an adjunct in the treatment of peptic ulcer disease by reducing stomach acid secretion.
796	52984	2011-02-08	52984	General	A key intermediate in the synthesis of the fatty acids erythro- and threo-2,3-dihydroxyhexacosanoic acids.
797	37162	2011-02-08	37162	General	Produced by worker ants of the Dolichoderine species Bothriomymex  sirius as a deterrent against predators.
798	37207	2011-02-08	37207	General	Produced by worker ants of the Dolichoderine species Bothriomymex sirius as a deterrent against predators.
799	3770	2011-04-12	3770	General	.
800	28593	2011-02-08	28593	General	Occurring in the bark of Cinchona species, it is the (8R,9S)-diastereoisomer of quinine and is a class I anti-arrhythmic agent. It is also frequently used for directing chirality in asymmetric synthesis.
801	28892	2011-02-09	28892	General	Heterogeneous family of glycosphingolipids abundant in the brain, shown to affect neuronal plasticity during development, adulthood and aging.
802	28876	2011-02-10	28876	General	A chemotherapy drug that is usually administered to treat multiple myeloma, melanoma, ovarian and breast cancer.
803	9192	2011-02-10	9192	General	Solavetivone is a potent antifungal phytoalexin from Solanum indicum.
804	61308	2011-02-10	61308	General	The parent compound of the carbohydrazide group.
805	61324	2011-02-11	61324	General	Has application as an ionic liquid.
806	61335	2011-02-11	61335	General	Has application as an ionic liquid.
807	39867	2011-02-11	39867	General	An anti-epilectic and anti-carcinogenic drug with toxic and teratogenic properties, which dissolves to valproate in the gut.
808	61342	2011-02-11	61342	General	Has application as an ionic liquid.
809	6951	2011-02-11	6951	General	A toxin found in many species of Astragalus, such as Astragalus miser (timber milk-vetch).
810	16423	2011-02-13	16423	General	Found in seed oils, it is a potential inhibitor of essential fatty acid metabolism, and has been linked with mortality in mammals.
811	8504	2011-02-24	8504	General	A C20 fatty acid containing a cyclopentane ring, it serves as the structural basis of the prostaglandins.
813	15756	2011-02-14	15756	General	A major component of the oil from palm trees, it is the first fatty acid produced during lipogenesis, from which longer fatty acids can be produced. Reportedly has detrimental cardiovascular effects when there is insufficient intake of linoleic acid.
814	61302	2011-02-14	61302	General	A component of cerebrosides and sulfatides, it is unique to nervous tissue.
815	27607	2011-02-15	27607	General	Found in oil of thyme and ajwain oil.
816	6605	2011-02-15	6605	General	A semisynthetic psychedelic drug of the ergoline family, well known for its psychological effects which can include altered thinking processes, closed and open eye visuals, synaesthesia, an altered sense of time and spiritual experiences. It is used mainly as an entheogen, recreational drug, and as an agent in psychedelic therapy.
817	35366	2011-02-16	35366	General	Natural fatty acids commonly have a chain of 4 to 28 carbons (usually unbranched and even-numbered), which may be saturated or unsaturated.
818	27939	2011-02-23	27939	General	A component of chaulmoogra oil found in seeds of the tree Hydnocarpus wightiana (known as chaulmugra in Hindi and Persian), it has played a key role in the treatment of leprosy since antiquity.
819	61060	2011-02-21	61060	General	Although the compound has gluco-configuration, it was synthesised using D-galactose as a starting meterial with inversion of configuration at C-4 as one of the key steps. Hence D-galactose has been assigned as the functional parent.
820	60956	2011-02-21	60956	General	An unusual fatty acid that can be isolated from potato tubers.
821	61066	2011-02-21	61066	General	Although the compound has gluco-configuration, it was synthesised using D-galactose as a starting meterial with inversion of configuration at C-4 as one of the key steps. Hence D-galactose has been assigned as the functional parent.
822	61067	2011-02-21	61067	General	Although the compound has gluco-configuration, it was synthesised using D-galactose as a starting meterial with inversion of configuration at C-4 as one of the key steps. Hence D-galactose has been assigned as the functional parent.
823	5019	2011-02-21	5019	General	Ferrichromes are growth-promoting iron chelates that were first isolated from Ustilago sphaerogena (the rust fungus) in the 1950s. Ferrichrome itself and related compounds were subsequently isolated from Aspergillaceae and Penicillium resticulosum.
824	61414	2011-02-21	61414	General	Ferrichromes are growth-promoting iron chelates that were first isolated from Ustilago sphaerogena (the rust fungus) in the 1950s. Ferrichrome itself and related compounds were subsequently isolated from Aspergillaceae and Penicillium resticulosum.
825	24654	2011-02-21	24654	General	Hydroxy fatty acids play various biological roles, and levels are decreased in psoriasis.
826	28932	2011-02-21	28932	General	An allelochemical secreted by the soil-inhabiting basidiomycete fungus Laetisaria arvalis which suppresses the growth of several economically important phytopathogenic fungi.
827	28932	2011-02-21	28932	General	A psi (precocious sexual inducer) factor which induces premature sexual sporulation in A. nidulans.
828	61286	2011-02-21	61286	General	Dolichol-linked oligosaccharides are the oligosaccharide donors for N-linked glycosylation.
829	61338	2011-02-22	61338	General	Appears to participate in the sensing of peroxides by Bacillus.
830	59549	2011-02-23	59549	General	EFAs, which may be sub-divided into omega-6 and omega-3 sub-sets, play critical roles in cell membrane construction, and as precursors of prostaglandins and other eicosanoids.
831	542606	2011-02-24	542606	General	A cytotoxic C17 tetrayne fatty acid produced by three species of the family Olacaceae: Minquartia guianensis Aubl., Ochanostachys amentacea Mast. and Coula edulis Baill.
832	9261	2011-02-24	9261	General	A cyclopropenoid fatty acid which forms a major component of the kernel oil of Sterculia foetida, and has mitogenic properties.
833	10357	2011-11-16	10357	General	Caryophyllene is a constituent of many essential oils, particularly oil of cloves, hemp, rosemary and hops, it is usually found as a mixture with isocaryophyllene (the cis-couble bond isomer) and alpha-humulene (also known as alpha-caryophyllene, a ring-openend isomer). The presence of the cyclobutane ring is noteworthyl - it is an uncommon feature in natural products.
834	9561	2011-02-24	9561	General	A short-acting barbiturate anaesthetic, thiopental sodium is given intravenously for the induction of anaesthesia prior to the use of other general anesthetic agents. It may also be used as the sole anaesthetic for brief (15 minute) procedures. It has poor muscle relaxant and poor analgesic properties.
835	542606	2011-02-25	542606	General	The main chemical compound in huacapu (Minquartia guianensis) bark, it is reported to have antiviral, antitumoral, antiparasitic, analgesic and anti-inflammatory properties.
836	61065	2011-02-28	61065	General	Although the compound has gluco-configuration, it was synthesised using D-galactose as a starting meterial with inversion of configuration at C-4 as one of the key steps. Hence D-galactose has been assigned as the functional parent.
837	61090	2011-02-28	61090	General	A pseudodisaccharide corresponding to part of a core glycoside of the Streptococcus pneumoniae subtype Spn6C.
838	36090	2011-02-28	36090	General	May be regarded as a deaminated derivative of phenylalanine.
839	33984	2011-03-01	33984	General	The fundamental sub-unit of the fucoidan polysaccharide, it is found on N-linked glycans on the mammalian, insect and plant cell surface. It differs from other mammalian hexoses by its L-configuration and by the lack of a hydroxyl group on C-6. alpha1->3 linked core fucose is a suspected carbohydrate antigen for IgE-mediated allergy.
840	18287	2011-03-01	18287	General	An important source of carbon for microorganisms.
841	61529	2011-03-01	61529	General	The disaccharide corresponding to the minimal determinant structure of the H antigen of the ABO blood group system.
842	7908	2011-03-01	7908	General	A non-depolarizing curare-mimetic muscle relaxant, pancuronium bromide is used with general anaesthesia in surgery, and as an aid to intubation. It is used for euthenasia in the Netherlands.
843	46971	2011-03-09	46971	General	Vetispirodiene was initially thought to be the (2S,5S,10R)-diastereomer, but was subsequently found to be the same as premnaspirodiene, with (2R,5S,10R) stereochemistry. [PMID 12504906]
844	61598	2011-03-07	61598	General	Corresponds to the disaccharide repeating unit of a serotype-specific polysaccharide antigen from Actinobacillus actinomycetemcomitans Y4 (serotype b)
845	61599	2011-03-08	61599	General	Corresponds to the specific capsular polysaccharide of the group B meningococcus and of Escherichia coli Kl.
846	38265	2011-03-09	38265	General	Found naturally in many essential oils, it is most abundant in the oils from seeds of caraway (Carum carvi) and dill. The sharply different tastes and smells of its two enantiomers make it useful as an organic chemistry teaching tool and in the food industry.
847	15400	2011-03-09	15400	General	Distinghishable from its (+)-enantiomer by its spearmint taste and smell.
848	15399	2011-03-09	15399	General	Distinghishable from its (-)-enantiomer by its taste and smell of dill.
849	22340	2011-03-15	22340	General	A plant fatty acid present in storage lipids.
850	52650	2011-03-16	52650	General	A methyl (cf. ethyl) analogue of leptomycin B and a minor component of the leptomycin complex produced by selected Streptomyces species, it is likely to inhibit nuclear transport, possibly showing differences in exporter selectivity from its B analogue.  It shows antimicrobial activity against Schizosaccaromyces pombe and Mucor rouxianus.
851	52646	2011-03-16	52646	General	The dominant and most-studied member of the leptomycin class isolated from selected Streptomyces strains, it is a nanomolar-active, specific nuclear export inhibitor. Its target is CRM1/exportin1, a protein in the nuclear export sequence (NES).  Leptomycin B also shows antifungal, antibacterial and potent antitumour activities.
852	25029	2011-03-25	25029	General	Generated from arachidonic acid by leukocytes, leukotrienes play important roles in the immune response. Leukotriene malfunction contributes to the development of asthma.
853	59560	2011-03-17	59560	General	The active enantiomer of tetrahydrobiopterin, sapropterin is a natural co-factor of the three aromatic amino acid hydroxylase enzymes responsible for the conversion of phenylalanine to tyrosine, tyrosine to L-dopa, and tryptophan to 5-hydroxytryptophan. These conversions are particularly important in the biosynthesis of the neurotransmitters serotonin, melatonin, dopamine, noradrenaline and adrenaline. Sapropterin is also an essential cofactor in the biosynthesis of nitric oxide. It is used as its dihydrochloride for the diagnosis and treatment of variant forms of phenylketonuria (hyperphenylalaninaemia) associated with tetrahydrobiopterin deficiency.
854	3216	2011-03-17	3216	General	Buprenorphine is a more potent and longer lasting analgesic than morphine.
855	31536	2011-03-17	31536	General	An analogue of cytidine, emtricitabine is a nucleoside reverse transcriptase inhibitor, with antiretroviral activity against HIV, and is used with other antiretrovirals in combination therapy of HIV infection. It is also active against hepatitis B virus.
856	600103	2011-03-17	600103	General	A naturally-occurring compound found in the soil saprotroph Streptomyces roseosporus, daptomycin is effective against Gram-positive bacteria and is used in the treatment of complicated Gram-positive infections of the skin and soft tissues. It has also been investigated for the treatment of vancomycin-resistant enterococcal infections, complicated urinary tract infections, and community-acquired pneumonia.
857	3485	2011-03-17	3485	General	A third-generation oral cephalosporin antibiotic, cefdinir is unaffected by some beta-lactamases and consequently is effective against many organisms which are resistant to penicillins and some other cephalosporins. It shows activity against enteric gram-negative rods and is used for treatment of common bacterial infections of the ear, sinus, throat and skin.
858	100241	2011-03-17	100241	General	A second generation fluoroquinolone antibacterial, ciprofloxacin works by interfering with the enzymes that cause DNA to rewind after being copied, so stopping DNA and protein synthesis.
859	15647	2011-03-17	15647	General	A leukotriene involved in inflammation. It is produced from leukocytes in response to inflammatory mediators and is able to induce the adhesion and activation of leukocytes on the endothelium, allowing them to bind to and cross it into the tissue.
860	478164	2011-03-18	478164	General	A semi-synthetic fourth-generation cephalosporin antibiotic, cefepime shows greater activity than third-generation agents against both Gram-positive and Gram-negative organisms, and is used as its hydrochloride salt for treatment of severe nosocomial pneumonia, infections caused by multi-resistant microorganisms (e.g. Pseudomonas aeruginosa) and empirical treatment of febrile neutropenia.
861	31368	2011-03-18	31368	General	A semi-synthetic fourth-generation cephalosporin antibiotic, cefepime hydrochloride shows greater activity than third-generation agents against both Gram-positive and Gram-negative organisms, and is used for treatment of severe nosocomial pneumonia, infections caused by multi-resistant microorganisms (e.g. Pseudomonas aeruginosa) and empirical treatment of febrile neutropenia.
862	4513	2011-03-18	4513	General	Originally isolated from spoiled sweet clover (improperly cured Melilotus hay) and subsequently synthesised by reaction of formaldehyde with the sodium derivative of 4-hydroxycoumarin (obtained by the action of sodium on methyl acetylsalicylate), dicoumarol is a viatmin K antagonist and was widely used as an oral anticoagulant in the management of thromboembolic disorders. However, due to the unpredictability of response and high incidence of gastrointestinal effects, it has been largely replaced by warfarin.
863	31401	2011-03-18	31401	General	A phosphodiesterase inhibitor with antiplatelet and vasodilating activity, cilostazol is used in the management of the symptoms of peripheral vascular disease, particularly pain in the legs which develops during exercise but disappears at rest.
864	15854	2011-03-18	15854	General	Obtained from the bark of Cinchona species, quinine was the first effective anti-malarial. Other uses include treatment of certain muscular disorders, such as nocturnal leg cramps and congenital myotonia, and giving the characteristic bitter taste to tonic water.
865	28714	2011-03-18	28714	General	A synthetic amino acid, S-butyl-DL-homocysteine (S,R)-sulfoximine is an inhibitor of glutamate--cysteine ligase (gamma-glutamylcysteine synthetase, EC 6.3.2.2) and is used as a radiation-protective and radiation-sensitising agent.
866	17621	2011-03-18	17621	General	A coenzyme for a number of oxidative enzymes including NADH dehydrogenase, FMN is the principal form in which riboflavin is found in cells and tissues.
867	4672	2011-03-18	4672	General	Docetaxel is prepared from a natural precursor, 10-deacetylbaccatin III, extracted fron the needles of the European yew tree, Taxus baccata. It is used (often as the trihydrate) for the treatment of breast, ovarian, and non-small cell lung cancer, and with prednisone or prednisolone in hormone-refractory metastatic prostate cancer.
868	34283	2011-03-18	34283	General	Oxybenzone is used as a constituent of some commercial sunscreen preparations because it absorbs UVB and short-wave UVA (ultraviolet) rays.
869	6339	2011-03-18	6339	General	A selective inhibitor of cyclooxygenase-2 (COX-2), etoricoxib is used as a non-steroidal anti-inflammatory drug for the symptomatic relief of rheumatoid and osteo-arthritis.
870	4784	2011-03-18	4784	General	Following oral administration, esterases hydrolyse the ethyl ester group to afford the corresponding carboxylic acid, enalaprilat, an angiotensin-converting enzyme (ACE) inhibitor. Enalapril is thus a prodrug for enalaprilat (which, unlike enalapril, is not absorbed by mouth) and is used as the maleate salt in the treatment of hypertension and heart failure, for reduction of proteinuria and renal disease in patients with nephropathies, and for the prevention of stroke, myocardial infarction, and cardiac death in high-risk patients.
871	61685	2011-04-01	61685	General	.
872	61686	2011-03-21	61686	General	.
873	34784	2011-03-21	34784	General	A normal human epidermis eicosanoid whose levels are dramatically elevated in psoriatic lesions.
874	61687	2011-03-23	61687	General	.
875	23899	2011-03-23	23899	General	A particular eicosanoid is denoted by a four-character abbreviation, composed of: (i)its two-letter abbreviation; (ii) one A-B-C sequence letter; and (iii) a subscript, indicating the number of double bonds.
876	36275	2011-03-23	36275	General	Monohydroxy eicosatetraenoic acids formed rapidly in mammalian cells by reduction of the corresponding monohydroperoxy compounds (HPETEs).
877	267413	2011-03-23	267413	General	Balsalazide is a prodrug, releasing the anti-inflammatory mesalazine in the large intestine. Generally administered as its disodium salt, it is used in the treatment of ulcerative colitis.
878	29073	2011-03-23	29073	General	An essential nutrient and antioxidant with possible anticancer role, especially with intravenous administration. A cofactor in several enzymatic reactions of living organisms, it is linked with effective wound healing and  prevention or treatment of scurvy and gout. Also known as vitamin C, it is believed to boost the immune system. Humans alone of the primates require exogenous sources of daily vitamin C.
879	34484	2011-03-23	34484	General	8(R)-HETE is biosynthesized by lipoxygenation of arachidonic acid in marine invertebrates such as gorgonian corals and starfish.
880	490877	2011-03-24	490877	General	Replacing the 2' and 3'-hydroxy groups of inosine by hydrogen prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. Didanosine is thus a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA by binding to reverse transcriptase, and is used in the treatment of HIV infection, usually with other antiretrovirals as part of combination therapy.
